,0,1,2,3,4,5,6,7,8,9,mean,std_dev,zeroes
"Sphingolipid Metabolism, Lipid, lignoceroyl sphingomyelin (d18:1/24:0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004742410598658731,0.0004742410598658731,0.0014227231795976192,9
"Tryptophan Metabolism, Amino Acid, C-glycosyltryptophan",0.0010917298172560467,0.01986271922417732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0103272705165916,0.0031281719558024965,0.0063601682952934445,7
"Secondary Bile Acid Metabolism, Lipid, glycodeoxycholate 3-sulfate",0.02692472768046236,0.0,0.02896394950425817,0.0443155095730876,0.019280460578469917,0.038882753596297,0.02258390041410127,0.06558323026231737,0.0397928386114294,0.031839470581560274,0.03181668408019834,0.016421696289528078,1
"Phospholipid Metabolism, Lipid, 1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)",0.08188440646530494,0.08944361039641072,0.04409235136178791,0.05768328156200133,0.06087311496351163,0.07187897625318515,0.08674337270192652,0.08821524001764297,0.10537421913507052,0.06019503761296665,0.07463836104698082,0.017814308094037463,0
"Plasmalogen, Lipid, 1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)",0.014927077528544205,0.039284937292136286,0.0,0.03041306201857648,0.04190429775081904,0.02768641982809938,0.011423787315520103,0.04788543299303521,0.032432714050011094,0.05002584798188783,0.02959835767586296,0.015591480177511635,1
"Sphingolipid Metabolism, Lipid, sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009943443430539314,0.0009943443430539315,0.002983033029161794,9
"Phospholipid Metabolism, Lipid, 1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*",-0.0,-0.0,-0.0,-0.0,-0.0,-0.004381179215737024,-0.0,-0.0,-0.0,-0.0,-0.00043811792157370246,0.0013143537647211073,9
"Phospholipid Metabolism, Lipid, 1-palmitoyl-2-eicosapentaenoyl-GPC (16:0/20:5)*",0.0,0.0,0.0,0.0,0.0,0.0027461252699887296,0.015269200727843128,0.0,0.04413706628924653,0.0,0.006215239228707839,0.013425640874037597,7
"Plasmalogen, Lipid, 1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*",0.06310623710358108,0.05852912433494448,0.07805220370774021,0.0,0.012100594796434256,0.06146708781275478,0.07320490552707454,0.07666078284258657,0.08093180998334133,0.020034548520489092,0.05240872946289464,0.028539892993402375,1
"Plasmalogen, Lipid, 1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPE (P-18:0/22:6)*",0.014712690580245952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014712690580245952,0.004413807174073786,9
"Plasmalogen, Lipid, 1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005069556976458429,0.0,0.02067576673858565,0.002574532371504408,0.006220173380595768,8
"Plasmalogen, Lipid, 1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*",0.01536142948169738,0.0,0.0,0.0,0.0,0.0049635867731606855,0.0,0.0,0.0,0.009800244797074023,0.003012526105193209,0.005156572234670314,7
"Plasmalogen, Lipid, 1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPC (P-18:0/22:6)*",0.009523440317640785,0.0,0.013024110527432107,0.011343843443771684,0.0,0.0036914903870221834,0.00894263858407652,0.0,0.0023583468214382775,0.019986906484802513,0.0068870776566184065,0.00642902702431426,3
"Sphingolipid Metabolism, Lipid, N-palmitoyl-sphinganine (d18:0/16:0)",0.0,0.027819954174539648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002781995417453965,0.008345986252361893,9
"Phospholipid Metabolism, Lipid, 1-pentadecanoyl-2-linoleoyl-GPC (15:0/18:2)*",0.02058445457681617,0.057325309337335595,0.016734855311880084,0.0,0.0,0.0347647919270438,0.0,0.011024969498722802,0.03498715396794185,0.01479362278924775,0.019021515740898807,0.01773380545886475,3
"Phospholipid Metabolism, Lipid, 1-margaroyl-2-oleoyl-GPC (17:0/18:1)*",0.041573379449597596,0.05387386143650101,0.046789279903219766,0.0,0.04779512787842482,0.03182421824850364,0.00535811672358743,0.07378785855478844,0.0,0.055089511733113106,0.03560913539277358,0.02438285711017848,2
"Phospholipid Metabolism, Lipid, 1-stearoyl-2-dihomo-linolenoyl-GPC (18:0/20:3n3 or 6)*",0.0,0.0,0.0,0.0,0.0,0.0028895408604381525,0.0,0.0,0.0,0.0,0.00028895408604381526,0.0008668622581314456,9
"Phospholipid Metabolism, Lipid, 1-margaroyl-2-arachidonoyl-GPC (17:0/20:4)*",0.0,0.015974651667763132,0.0,0.0,0.0,0.0,0.011016820098833376,0.0004990687044307856,0.004392265899836359,0.022635815471598684,0.005451862184246234,0.00781826719681004,5
"Phospholipid Metabolism, Lipid, 1-margaroyl-2-docosahexaenoyl-GPC (17:0/22:6)*",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004196555653252268,0.0,0.00041965556532522674,0.0012589666959756801,9
"Phospholipid Metabolism, Lipid, 1-linoleoyl-2-docosahexaenoyl-GPC (18:2/22:6)*",0.0,0.0,0.0,0.0,0.0,0.005686052522149263,0.0,0.0,0.0,0.0014767745523744308,0.0007162827074523694,0.001714101723738347,8
"Sphingolipid Metabolism, Lipid, glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)",0.029880581065979375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029880581065979375,0.008964174319793811,9
"Long Chain Fatty Acid, Lipid, hexadecadienoate (16:2n6)",-0.03295306821193762,-0.021306236524855568,-0.01672590570943498,-0.026749750280638303,-0.0,-0.06276799287296131,-0.030727991260249974,-0.009884093754793887,-0.017280499569623686,-0.025480939435496376,-0.024387647761999167,0.015865722401178475,1
"Diacylglycerol, Lipid, oleoyl-oleoyl-glycerol (18:1/18:1)  [1]*",0.025547096879209474,0.0,0.0,0.0,0.0,0.01667576083917388,0.008369355249156725,0.01857032727233364,0.003131916632879243,0.0,0.007229445687275298,0.009125778723768605,5
"Phospholipid Metabolism, Lipid, 1-palmityl-2-palmitoyl-GPC (O-16:0/16:0)*",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0009113559106731035,-0.016887756917685605,-0.007577700024825036,-0.0,-0.0025376812853183744,0.005282520022815238,7
"Ceramides, Lipid, glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*",0.02668126466031554,0.0204838672581063,0.0,0.0,0.023128121406358986,0.01763458253807859,0.011295310114300666,0.024803111770758345,0.05196588058418141,0.0193059460419444,0.019529808437404424,0.01406834641434026,2
"Phospholipid Metabolism, Lipid, phosphatidylethanolamine (P-18:1/20:4, P-16:0/22:5n3)*",0.0014968285549289396,0.0,0.0,0.0,0.0,0.0,0.0,0.01730929239633118,0.003482956318685179,0.0,0.0022289077269945297,0.0051410386805377075,7
"Ceramides, Lipid, ceramide (d18:1/14:0, d16:1/16:0)*",0.025177635776263443,0.0,0.018685980566448174,0.0,0.0037811160679144403,0.04389695580638947,0.008778191697722133,0.0028696994107528747,0.018164259512482184,0.021106194780401245,0.014246003361837395,0.013249665161351273,2
"Sphingolipid Metabolism, Lipid, sphingomyelin (d18:2/23:1)*",0.0,0.0,0.0,0.0,0.004671074439078609,0.0,0.0,0.0,0.010203643626342905,0.0,0.0014874718065421514,0.003221917998898234,8
"Food Component/Plant, Xenobiotics, carotene diol (1)",0.0,0.0,0.0,0.0,0.0,0.03420427185541142,0.0,0.0,0.0,0.0,0.0034204271855411417,0.010261281556623427,9
"Fatty Acid, Dicarboxylate, Lipid, hexadecenedioate (C16:1-DC)*",0.011524698376123677,0.008137656667033068,0.016644585860493836,0.0,0.004923830737225578,0.0,0.0,0.003597127659706638,0.0,0.0,0.00448278993005828,0.0055884859140669,5
"Fatty Acid, Dicarboxylate, Lipid, octadecadienedioate (C18:2-DC)*",-0.007280307431563848,-0.02116934605048095,-0.0,-0.0,-0.0,-0.0,-0.0,-0.01742643802300222,-0.0,-0.0,-0.004587609150504702,0.007709495790871736,7
"Fatty Acid, Dicarboxylate, Lipid, 3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**",0.0,0.0,0.0,0.0,0.0,0.0,0.0051820834271437115,0.0,0.0,0.014840411870700607,0.002002249529784432,0.004549744842765242,8
"Fatty Acid, Amino, Lipid, N-acetyl-2-aminooctanoate*",0.04642892864880059,0.04588790581653499,0.009532171345610164,0.0,0.01295633645446178,0.04861025796321605,0.02359367655492897,0.04124932063310746,0.022080156488644767,0.003874444166867283,0.025421319807217208,0.0178362246191981,1
"Food Component/Plant, Xenobiotics, 3-formylindole",0.0,0.032229232275242645,0.0,0.018736173601746838,0.012293526651030522,0.0,0.0,0.0,0.0,0.0,0.006325893252802001,0.010680492298332865,7
"Alanine and Aspartate Metabolism, Amino Acid, N,N-dimethylalanine",0.005469309308363191,0.0,0.0,0.0,0.0,0.007508429498961824,0.0,0.0,0.011496863909785037,0.028721421106331562,0.005319602382344161,0.008720126563968882,6
"Tryptophan Metabolism, Amino Acid, 6-bromotryptophan",0.0,0.0,0.0,0.005197884041388978,0.0,0.0,0.0,0.0,0.0,0.0,0.0005197884041388978,0.0015593652124166934,9
"Fatty Acid, Dicarboxylate, Lipid, dodecadienoate (12:2)*",0.004720512443894255,0.0,0.012318099962109664,0.0,0.0,0.00248711168796446,0.00931136952627416,0.022370405321902504,0.011088532977589544,0.017027362849272334,0.007932339476900693,0.007422989553453689,3
"Methionine, Cysteine, SAM and Taurine Metabolism, Amino Acid, 2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",0.022879830215086584,0.0038203401839911233,0.0,0.0,0.0,0.007109053497536923,0.03202320555435694,0.00720918856112997,0.024098549301996626,0.00680488185576962,0.010394504916986779,0.011012118488052579,3
"Pregnenolone Steroids, Lipid, pregnenetriol disulfate*",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025511693620211957,0.002551169362021196,0.0076535080860635875,9
"Fatty Acid, Dicarboxylate, Lipid, eicosenedioate (C20:1-DC)*",0.0,0.0,0.0,0.0,0.0,0.014693750219883242,0.0,0.0,0.0,0.00032106960606637444,0.0015014819825949616,0.004398464502251729,8
"Lysine Metabolism, Amino Acid, hydroxy-N6,N6,N6-trimethyllysine*",0.0,0.0,0.0,0.0,0.0,0.005992302927423367,0.0018488887561798316,0.0,0.0,0.0,0.0007841191683603199,0.0018214734503921284,8
"Ceramide PEs, Lipid, palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0)",0.024975728636515267,0.0,0.0,0.02508866175934866,0.0015882203632562484,0.021569361775567363,0.007868318749008502,0.0,0.011261863640130213,0.015668906016943453,0.01080210609407697,0.009941767693942385,3
"Food Component/Plant, Xenobiotics, (S)-a-amino-omega-caprolactam",0.03318266957230195,0.0,0.0,0.0,0.0,0.013261289998881005,0.0,0.02633831767304073,0.028794665056384346,0.030244103902016515,0.013182104620262453,0.014059936289240038,5
"Fatty Acid, Dicarboxylate, Lipid, branched chain 14:0 dicarboxylic acid**",0.009823175098159288,0.0,0.0,0.002319743363157154,0.029890160805773357,0.0,0.0,0.0,0.0,0.04264183413500403,0.008467491340209382,0.01447977766993328,6
"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy), Lipid, cis-3,4-methyleneheptanoylcarnitine",0.04394267513494264,0.0347434386549749,0.04300850400955207,0.037058043280295445,0.05029459994588436,0.04303243363291204,0.07131777790833738,0.04520357179072944,0.07831090247135454,0.06871807823779169,0.05156300250667745,0.014626551680208584,0
"Corticosteroids, Lipid, tetrahydrocortisone glucuronide (5)",0.0,0.0,0.0,0.0,0.011046456212084476,0.0,0.0,0.0,0.006382861448177951,0.0,0.0017429317660262427,0.003638502490062395,8
